udi,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,type_enc,temp_diff,power_W,wear_rate,torque_speed_ratio,high_wear_flag,thermal_overload,air_temperature_roll_mean_5,air_temperature_roll_std_5,air_temperature_delta,air_temperature_lag1,process_temperature_roll_mean_5,process_temperature_roll_std_5,process_temperature_delta,process_temperature_lag1,rotational_speed_roll_mean_5,rotational_speed_roll_std_5,rotational_speed_delta,rotational_speed_lag1,torque_roll_mean_5,torque_roll_std_5,torque_delta,torque_lag1,tool_wear_roll_mean_5,tool_wear_roll_std_5,tool_wear_delta,tool_wear_lag1,PC1,PC2,PC3,cluster_raw,health_regime,health_regime_enc
2056,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0,0,9.799999999999956,5660.594947066673,0.0882531953206006,0.0200243456968811,0,0,299.52000000000004,0.0836660026917484,0.0,299.6,309.32,0.083666002686935,0.0,309.4,1515.4,106.81900579952806,38.0,1605.0,41.7,12.252754792290643,3.099999999999998,29.8,140.0,3.80788655293113,3.0,142.0,0.34020428761626625,-0.947222812184349,0.5900255852862081,2,Degraded,1
2057,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0,0,9.800000000000011,7551.896556380801,0.1102775693096192,0.0405851462561251,0,0,299.54,0.0547722558095947,-0.1000000000000227,299.6,309.34000000000003,0.0547722558023731,-0.0999999999999659,309.4,1488.0,135.18135966175072,-310.0,1643.0,43.64,13.492331155141487,21.200000000000003,32.9,142.4,3.64691650576116,2.0,145.0,-1.6245090058674043,0.9449126716597135,0.6274795976330775,1,Normal,0
2058,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0,0,9.800000000000011,6733.061375173645,0.0980263157249826,0.0278289473501125,0,0,299.54,0.0547722558095947,0.0,299.5,309.34000000000003,0.0547722558023731,0.0,309.3,1496.6,135.67350515115177,187.0,1333.0,44.02,13.404737968345437,-11.800000000000004,54.1,144.6,3.646916505761093,2.0,147.0,-0.5231011989238056,-0.18046345649174375,0.6563026232094139,1,Normal,0
2059,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0,1,9.800000000000011,4780.247381702229,0.0793901156259778,0.0126182965233342,0,0,299.54,0.0547722558095947,0.0,299.5,309.34000000000003,0.0547722558023731,0.0,309.3,1600.6,206.6187309998772,382.0,1520.0,36.62,11.804956586112478,-18.3,42.3,146.8,3.492849839313481,2.0,149.0,1.439478481885941,-2.184315437910996,0.6821387937473605,2,Degraded,1
2060,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0,2,9.899999999999975,6444.286178455671,0.1111111110309443,0.032034632011519,0,0,299.52,0.0447213596217219,0.0,299.5,309.34000000000003,0.0547722558023731,0.0999999999999659,309.3,1556.8,227.59986818976768,-516.0,1902.0,39.54,11.497956340150232,20.4,24.0,149.2,3.4928498393133998,3.0,151.0,-0.9625897754311624,0.3371858435538525,0.7359453996572638,1,Normal,0
2061,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0,0,9.899999999999975,5230.02920191668,0.0881863560243004,0.015363283408007,0,0,299.52,0.0447213596217219,0.1000000000000227,299.5,309.36,0.0894427191321423,0.1000000000000227,309.4,1588.8,252.6216538620544,417.0,1386.0,38.5,12.444878464653671,-16.7,44.4,152.0,4.690415759822471,5.0,154.0,1.0779786333085233,-1.6247870451061628,0.8064035425376139,2,Degraded,1
2062,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0,0,9.900000000000034,7215.327263426214,0.1184694627531497,0.0373068432396564,0,0,299.56,0.0894427191364756,0.0999999999999659,299.6,309.42,0.1303840481269282,0.1000000000000227,309.5,1594.0,246.2265217233912,-444.0,1803.0,37.82000000000001,11.430966713274982,23.000000000000004,27.7,154.8,5.11859355682695,2.0,159.0,-1.2281360000436834,0.8513629734266466,0.8423884870624742,1,Normal,0
2063,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,1,9.900000000000034,6604.45504391119,0.1103588354026006,0.0289099525870616,0,0,299.6,0.1000000000332049,0.0,299.7,309.48,0.1303840481277489,0.0,309.6,1585.4,250.17653766890217,118.0,1359.0,37.9,11.471486390176326,-8.0,50.7,157.6,4.979959839194462,2.0,161.0,-0.5055612506382506,0.11319271787226177,0.872194646401226,1,Normal,0
2064,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0,0,9.900000000000034,7387.078133797968,0.1256623768920042,0.0404239212411628,0,0,299.64,0.0894427191377752,0.0,299.7,309.54,0.0894427191357123,0.0,309.6,1469.2,195.26443608604112,-156.0,1477.0,43.78,10.006847655480808,10.699999999999996,42.7,160.6,4.505552130426314,3.0,163.0,-1.465438474581406,1.0966255381861463,0.9214341551171575,1,Normal,0
2065,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,0,9.899999999999975,6299.333093419037,0.1156228491977819,0.0284927735523105,0,0,299.66,0.0547722558127606,-0.0999999999999659,299.7,309.56,0.0547722558094724,-0.1000000000000227,309.6,1482.6,190.36491273341213,132.0,1321.0,43.17999999999999,10.050223878103491,-12.0,53.4,163.4,3.6469165057605135,2.0,166.0,-0.5657770983627064,0.05746561791129643,0.953025949074302,1,Normal,0
2066,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0,0,9.900000000000034,6701.739696417355,0.1198026778577852,0.0317829457140359,0,0,299.67999999999995,0.0447213596269205,0.0999999999999659,299.6,309.58000000000004,0.0447213596229989,0.1000000000000227,309.5,1405.8,64.90916730323703,-34.0,1453.0,46.66,5.1848818694356265,3.700000000000003,41.4,165.6,3.646916505760448,2.0,168.0,-0.7828958043248813,0.3997874769829574,0.9830078244258251,1,Normal,0
2067,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0,0,9.900000000000034,5731.772964621507,0.1137566136813778,0.0239417989259644,0,0,299.68,0.0447213596269205,0.0,299.7,309.58000000000004,0.0447213596229989,0.0,309.6,1436.4,72.9026748480439,93.0,1419.0,43.760000000000005,6.2962687363232615,-8.899999999999999,45.1,167.8,3.492849839312808,2.0,170.0,-0.08508867179627541,-0.31399655084301614,1.0132821400546097,1,Normal,0
2068,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0,0,9.900000000000034,5984.775892990603,0.112041210488061,0.0236960721032221,0,0,299.68,0.0447213596269205,0.0,299.7,309.58000000000004,0.0447213596229989,0.0,309.6,1451.6,89.5142446764738,41.0,1512.0,42.58,7.0520918882273165,0.5999999999999943,36.2,170.0,3.1622776601663243,2.0,172.0,-0.0006561190907208598,-0.39814228520935846,1.043971071618778,1,Normal,0
2069,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0,1,9.900000000000034,6281.028080224121,0.1147327248274232,0.0254889178451832,0,0,299.67999999999995,0.0447213596269205,0.0,299.7,309.58000000000004,0.0447213596229989,0.0,309.6,1494.2,56.3710918822726,-19.0,1553.0,39.72,3.6423893257038022,2.3000000000000043,36.8,172.0,3.1622776601662546,2.0,174.0,-0.16637738714072206,-0.22725987116607196,1.0755937861834537,1,Normal,0
2070,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0,2,9.900000000000034,6667.8209677340965,0.1152607855020857,0.0264005151150028,0,0,299.7,0.0,0.0,299.7,309.6,0.0,0.0,309.6,1514.2,55.83636807672593,19.0,1534.0,39.64,3.60041664255694,1.8999999999999984,39.1,174.2,3.4928498393125995,3.0,176.0,-0.20683355776663936,-0.18322705637794748,1.1222986518129703,1,Normal,0
2071,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0,0,9.800000000000011,7036.581113412467,0.1360946744555512,0.0367603550023961,0,0,299.7,0.0,0.0,299.7,309.58000000000004,0.0447213596229989,-0.1000000000000227,309.6,1500.8,84.8805042397818,-201.0,1553.0,40.56,5.454631059934408,8.700000000000003,41.0,177.0,4.6904157598218745,5.0,179.0,-1.226013093680808,0.7918454540736586,1.2048733472156032,1,Normal,0
2072,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0,1,9.900000000000034,8249.822308326797,0.141660319770251,0.0456968773452422,0,0,299.7,0.0,0.0,299.7,309.58000000000004,0.0447213596229989,0.1000000000000227,309.5,1461.0,118.36595794399508,-39.0,1352.0,45.32000000000001,9.547617503859378,10.299999999999995,49.7,179.8,5.118593556826404,2.0,184.0,-1.8083503467453528,1.4594993953873148,1.2353816484070745,1,Normal,0
2073,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1,0,9.899999999999975,5836.555551594238,0.1203821655284189,0.0226114649537506,0,0,299.68,0.0447213596269205,-0.0999999999999659,299.7,309.56,0.0547722558094724,-0.1000000000000227,309.6,1464.4,121.86180697823092,257.0,1313.0,45.06,9.85053298050425,-24.5,60.0,182.8,5.263078946774794,3.0,186.0,0.055336910599210504,-0.5667903382835455,1.2811753507832015,1,Normal,0
2074,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,0,9.799999999999956,5461.6274123393205,0.1138938580119893,0.0185450208595438,0,0,299.66,0.0547722558127606,0.0,299.6,309.52000000000004,0.083666002691175,-0.1000000000000227,309.5,1493.0,154.64960394388217,107.0,1570.0,43.46,11.561704026656349,-4.399999999999999,35.5,185.8,4.658325879539062,2.0,189.0,0.5355546742282209,-1.1241591876188302,1.312051205096021,2,Degraded,1
2075,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0,0,9.899999999999975,5284.473002603391,0.1204744069160584,0.0196629213360406,0,0,299.62,0.0836660026934406,-0.1000000000000227,299.6,309.48,0.0836660026903597,0.0,309.4,1502.8,160.83127805249703,-75.0,1677.0,41.56,12.783113861653634,0.3999999999999986,31.1,188.6,3.646916505759727,2.0,191.0,0.28333806682166834,-0.917441348737719,1.345483046126324,2,Degraded,1
2076,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0,0,9.899999999999975,8558.955025440031,0.1402877696832462,0.042302158242948,1,0,299.58000000000004,0.0836660026927459,0.0,299.5,309.46,0.0894427191341871,0.0,309.4,1510.4,152.61159851072796,-212.0,1602.0,43.38,14.731157456221885,27.3,31.5,190.8,3.492849839312054,2.0,193.0,-1.6520483454719432,1.0680810845785718,1.3791490780611133,1,Normal,0
2077,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0,0,9.900000000000034,5820.742868571169,0.1275906734924931,0.0233160621610647,1,0,299.52000000000004,0.083666002691737,-0.1000000000000227,299.5,309.4,0.0707106781604926,-0.0999999999999659,309.4,1556.6,105.65415278160918,154.0,1390.0,38.58,11.52245633534798,-22.8,58.8,193.0,3.1622776601654925,2.0,195.0,-0.15786396003075848,-0.5826532062469711,1.4108988607969823,1,Normal,0
2078,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0,0,10.0,5557.603067906487,0.1169900058101175,0.0183421516647018,1,0,299.48,0.0836660026910355,0.0,299.4,309.38,0.0447213596154027,0.0999999999999659,309.3,1582.8,124.3893082222086,157.0,1544.0,37.72,11.961897842733846,-4.800000000000001,36.0,195.0,3.1622776601654228,2.0,197.0,0.5486413814068076,-1.234083826189905,1.4388262036356008,2,Degraded,1
2079,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0,1,9.900000000000034,5032.077448813986,0.1187943261709253,0.0167848699664392,1,0,299.44,0.0547722558069022,0.0,299.4,309.36,0.0547722558033227,-0.0999999999999659,309.4,1585.8,127.3742517151705,-9.0,1701.0,37.17999999999999,12.38878525118587,-2.8000000000000007,31.2,197.0,3.162277660165353,2.0,199.0,0.6285617922375258,-1.384261474732782,1.471590303355928,2,Degraded,1
2080,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0,1,10.0,6044.602289090465,0.1339461588089651,0.0248850951904891,1,0,299.4,0.070710678161468,-0.0999999999999659,299.4,309.34000000000003,0.054772255802735,0.0,309.3,1570.0,129.74012486505328,-169.0,1692.0,38.46,11.979065072032991,9.5,28.4,199.2,3.4928498393117837,3.0,201.0,-0.33331321974050304,-0.4501067172269052,1.521875404976932,1,Normal,0
2081,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0,0,9.899999999999975,3676.9200417614943,0.0907894736443905,0.0067543859619498,1,0,299.36,0.0547722558046657,0.0,299.3,309.3,0.070710678158204,-0.1000000000000227,309.3,1748.0,308.46798861470154,757.0,1523.0,29.78,8.878738649155032,-22.5,37.9,201.6,3.9749213828678185,3.0,204.0,2.841525181540089,-3.75393881655673,1.5583265245666191,2,Degraded,1
2082,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0,1,9.900000000000034,7324.466192211924,0.1407407406459658,0.0317171716958133,1,0,299.36,0.0547722558046657,0.0999999999999659,299.3,309.3,0.070710678158204,0.1000000000000227,309.2,1736.2,319.1656309817829,-795.0,2280.0,32.0,11.74712730841033,31.700000000000003,15.4,204.0,4.123105625615149,2.0,207.0,-0.866477420430896,0.15074659651502262,1.5998353149706104,1,Normal,0
2083,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0,2,9.800000000000011,5719.719720807233,0.1401189688432789,0.0238598810152941,1,0,299.36,0.0547722558046657,0.0,299.4,309.26,0.0547722558004051,-0.1000000000000227,309.3,1698.6,335.02880473177174,28.0,1485.0,32.98,11.867476564122631,-11.0,47.1,206.6,4.277849927239001,3.0,209.0,-0.2786856224185213,-0.5205475159698131,1.6480820396317368,1,Normal,0
2084,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0,2,9.900000000000034,5147.248235494589,0.0,0.0161790017118881,0,0,299.36,0.0547722558046657,0.0,299.4,309.26,0.0547722558004051,0.1000000000000227,309.2,1708.8,335.5535724739041,230.0,1513.0,32.940000000000005,11.887093841641862,-7.900000000000002,36.1,166.4,93.0661055379454,-212.0,212.0,0.7261130555790406,-1.5821024914572432,-1.6863350345956507,2,Degraded,1
2085,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0,0,9.800000000000011,6976.471973973782,0.0034674063776231,0.0320388349292379,0,0,299.4,0.070710678161468,0.1000000000000227,299.4,309.26,0.0547722558004051,0.0,309.3,1692.6,348.4728109910436,-301.0,1743.0,34.6,13.253867360133048,18.000000000000004,28.2,126.6,113.31504754444576,5.0,0.0,-0.9701760128183513,0.20526387467276835,-1.6043483385660335,1,Normal,0
2086,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0,0,9.800000000000011,7149.783168696819,0.0047879616930314,0.0319425444377957,0,0,299.43999999999994,0.0547722558069022,0.0,299.5,309.28000000000003,0.0447213596118199,0.0,309.3,1529.0,122.52142669753567,20.0,1442.0,40.86,8.433445322049659,0.5,46.2,86.6,113.13841080729397,2.0,5.0,-0.9389593387050748,0.17499759450531396,-1.5732984105406975,1,Normal,0
2087,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0,2,9.900000000000034,7489.378862574363,0.0062543432896078,0.0345378734992787,0,0,299.43999999999994,0.0547722558069022,-0.1000000000000227,299.5,309.28000000000003,0.0447213596118199,0.0,309.3,1519.8,128.24468799915107,-23.0,1462.0,41.38,8.977026233670111,3.0,46.7,46.6,92.52188930193772,2.0,7.0,-1.175627697127737,0.36805241001058625,-1.540876129579563,1,Normal,0
2088,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0,0,9.800000000000011,6044.235769947547,0.0088776157204327,0.0232086239548455,0,0,299.4599999999999,0.0547722558074444,0.1000000000000227,299.4,309.3,0.0,0.0,309.3,1532.6,130.56913877329362,138.0,1439.0,41.48,8.906009207271312,-13.1,49.7,7.0,5.147815070495935,5.0,9.0,-0.11960516344242496,-0.6605475206223868,-1.4648040381970486,1,Normal,0
2089,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0,0,9.799999999999956,6467.324524581994,0.0120210368053936,0.0348610067356416,0,0,299.5,0.0707106781636069,0.1000000000000227,299.5,309.32,0.0447213596131895,0.0999999999999659,309.3,1450.2,87.4911424088153,-246.0,1577.0,45.12,4.971619454463705,9.799999999999995,36.6,10.2,4.658325879543459,2.0,14.0,-1.2252120353203753,0.5876251205606291,-1.4315273853444888,1,Normal,0
2090,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0,0,9.800000000000011,4573.373505463342,0.0092735703197972,0.0115919628997465,0,0,299.5,0.0707106781636069,-0.1000000000000227,299.6,309.32000000000005,0.0447213596131895,-0.0999999999999659,309.4,1550.0,235.3911638103682,610.0,1331.0,40.38,11.147062393294531,-23.9,46.4,12.8,4.658325879543395,2.0,16.0,1.586149054762295,-2.3996018012863165,-1.4074555302439926,2,Degraded,1
2091,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0,0,9.699999999999989,6899.869473103751,0.0143575017843808,0.0339554917200606,0,0,299.5,0.0707106781636069,0.0,299.5,309.3,0.0707106781582085,-0.1000000000000227,309.3,1536.2,243.715407801804,-548.0,1941.0,40.5,11.234989986644456,24.8,22.5,15.4,4.2190046219485415,2.0,18.0,-1.1902533174750274,0.36882246255885237,-1.366909117610098,1,Normal,0
2092,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0,0,9.800000000000011,6317.669522540489,0.0153524075259229,0.0293789253109707,0,0,299.5,0.0707106781636069,-0.1000000000000227,299.5,309.28,0.0836660026864904,0.0,309.2,1535.0,244.3276488652064,40.0,1393.0,38.98,10.13987179406135,-5.199999999999996,47.3,18.0,3.162277660171948,2.0,20.0,-0.8473133944900413,-0.03247098500462354,-1.335151890070717,1,Normal,0
2093,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0,0,9.800000000000011,7288.578732132415,0.0166204986034484,0.0333795013619255,0,0,299.48,0.0836660026910529,0.0,299.4,309.26,0.089442719130617,0.0,309.2,1508.4,245.8471069587755,11.0,1433.0,41.3,10.7668472637073,6.100000000000001,42.1,20.0,3.1622776601718745,2.0,22.0,-1.1177009288897108,0.24761512391563675,-1.3042247025618408,1,Normal,0
2094,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0,0,9.800000000000011,6387.486183278768,0.0166240409100869,0.0249360613651303,0,0,299.43999999999994,0.0547722558069288,0.0,299.4,309.22,0.0447213596099753,0.0,309.2,1555.0,225.0144439808245,120.0,1444.0,39.82,10.392641627613314,-9.200000000000005,48.2,22.0,3.162277660171802,2.0,24.0,-0.3302988946938497,-0.5572597937864909,-1.2743934528388388,1,Normal,0
2095,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0,0,9.900000000000034,6287.080882070038,0.0203340595349788,0.0316630355616099,0,0,299.42,0.0447213596184115,0.0,299.4,309.22,0.0447213596099753,0.1000000000000227,309.2,1442.2,73.47584637144101,-187.0,1564.0,44.04,3.784573952243753,4.600000000000001,39.0,24.0,3.1622776601717297,2.0,26.0,-1.0408809855310144,0.23582319415281672,-1.24109537556593,1,Normal,0
2096,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,0,9.900000000000034,6627.451502135468,0.0196721311346412,0.0272131147362536,0,0,299.4,0.0,0.0,299.4,309.24,0.054772255800027,0.0,309.3,1468.6,75.07529553721118,148.0,1377.0,42.88,3.405436829542092,-2.1000000000000014,43.6,26.0,3.1622776601716573,2.0,28.0,-0.5267274855134518,-0.28623856758443184,-1.212087998049998,1,Normal,0
2097,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,1,9.899999999999975,8162.842079724407,0.023071377056185,0.0405191059549249,0,0,299.42,0.0447213596184402,0.1000000000000227,299.4,309.28000000000003,0.0836660026865117,0.0999999999999659,309.3,1459.4,82.93551712022783,-138.0,1525.0,45.7,6.772001181334971,14.700000000000005,41.5,28.0,3.162277660171585,2.0,30.0,-1.575338272880967,0.9081035014915834,-1.180883539334296,1,Normal,0
2098,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0,1,10.0,6595.77377621177,0.0263951734340911,0.0358220210891236,0,0,299.42,0.0447213596184402,-0.1000000000000227,299.5,309.32,0.0836660026872064,0.0,309.4,1435.8,102.8187726050044,-61.0,1387.0,45.56,6.714387537222008,-8.700000000000003,56.2,30.2,3.4928498393174263,3.0,32.0,-1.3389123869283577,0.6124748985486589,-1.131534829412924,1,Normal,0
2099,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0,0,9.900000000000034,8656.030238435957,0.0271234832069068,0.0421127765580922,0,0,299.42,0.0447213596184402,0.0,299.4,309.34,0.0547722558026838,-0.0999999999999659,309.4,1403.2,73.73737180019099,75.0,1326.0,49.56,7.712522285219213,11.5,47.5,32.6,3.974921382872776,3.0,35.0,-1.7326211296917662,0.954608514290095,-1.0851913458114235,1,Normal,0
2100,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,0,9.900000000000034,5314.820787637069,0.0250626566259005,0.0199248120175909,0,0,299.42,0.0447213596184402,0.0,299.4,309.34000000000003,0.0547722558026838,0.0,309.3,1447.0,110.274657106697,195.0,1401.0,47.2,11.0677459313088,-27.2,59.0,35.0,4.1231056256199246,2.0,38.0,0.15181144508256267,-0.9772009618645808,-1.0557467679693173,2,Degraded,1
2101,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0,1,10.0,7085.966949926898,0.0285520054190672,0.031271244030407,0,0,299.4,0.0707106781614681,-0.0999999999999659,299.4,309.34000000000003,0.0547722558026838,0.0,309.3,1436.2,103.13922629145324,-125.0,1596.0,48.1,10.663957989414753,14.2,31.8,37.4,3.974921382872637,2.0,40.0,-0.920691698647127,0.07243926745743023,-1.022145649771102,1,Normal,0
2102,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,0,10.0,6048.445504103356,0.0294502617608309,0.024738219879098,0,0,299.36,0.054772255804582,0.0,299.3,309.32,0.0447213596132054,0.0,309.3,1464.4,105.57130291892582,57.0,1471.0,44.42,10.33982591729677,-8.200000000000003,46.0,40.0,3.807886552934255,3.0,42.0,-0.35690006996212637,-0.5043970002091457,-0.9755885123366294,1,Normal,0
2103,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,0,10.0,8602.72788308005,0.0354716980864364,0.0467924527948736,0,0,299.34000000000003,0.0547722558039944,0.0,299.3,309.3,0.0,0.0,309.3,1464.2,105.89948064083976,-203.0,1528.0,47.32,13.087856967433687,24.200000000000003,37.8,42.4,3.646916505764421,2.0,45.0,-2.1142001106930315,1.2980406618053382,-0.9419226622270715,1,Normal,0
2104,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,1,9.800000000000011,6729.207688185241,0.0356104650903993,0.0339389534637071,0,0,299.32000000000005,0.0447213596147859,0.0,299.3,309.26,0.0894427191305614,-0.1999999999999886,309.3,1459.2,110.13491726060175,51.0,1325.0,44.86,11.389381019177558,-15.299999999999995,62.0,44.6,3.646916505764352,2.0,47.0,-1.2845571472510766,0.3096856617673169,-0.9085011357137339,1,Normal,0
2105,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,1,9.800000000000011,5914.571769158384,0.0324999999796875,0.0220624999862109,0,0,299.3,0.0,0.0,299.3,309.22,0.1095445115254471,0.0,309.1,1460.0,111.38446929442,224.0,1376.0,45.56,10.455285744540996,-11.400000000000006,46.7,47.0,3.8078865529340447,3.0,49.0,-0.10017931223462777,-0.8990063251425582,-0.8646183380520168,1,Normal,0
2106,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,0,9.800000000000011,6888.46549177122,0.0367892976342546,0.0294314381074037,0,0,299.3,0.0,0.0,299.3,309.18,0.1095445115249165,0.0,309.1,1464.8,112.48866609574316,-105.0,1600.0,45.16,10.472487765569465,8.700000000000003,35.3,49.6,3.974921382872285,3.0,52.0,-0.8200048287326083,-0.16060084212532869,-0.8161452561266613,1,Normal,0
2107,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,0,9.700000000000044,4926.750319114633,0.0346504559059875,0.017386018226513,0,0,299.32,0.0447213596147573,0.0999999999999659,299.3,309.14000000000004,0.0894427191286119,0.0,309.1,1488.2,138.1618615971846,150.0,1495.0,43.32,12.667162271006152,-15.4,44.0,52.0,4.123105625619451,2.0,55.0,0.38208693683249767,-1.3406475933550444,-0.7872840040653022,2,Degraded,1
2108,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,1,9.700000000000044,7018.747339115588,0.0416372617913639,0.033380381063246,0,0,299.34,0.0547722558039373,0.0,299.4,309.1,0.0,0.0,309.1,1506.6,115.21414843672451,-228.0,1645.0,40.38,8.147208110758017,18.7,28.6,54.4,3.9749213828721466,2.0,57.0,-1.1727079007867929,0.2520038796617804,-0.752923820557,1,Normal,0
2109,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,2,9.600000000000025,7660.826045656271,0.0438162543859955,0.0365371024476769,0,0,299.36,0.0547722558044912,0.0,299.4,309.08000000000004,0.0447213596054075,-0.1000000000000227,309.1,1514.4,105.0323759609369,-2.0,1417.0,41.38,9.33686242803231,4.400000000000006,47.3,57.0,3.807886552933744,3.0,59.0,-1.4288668242025926,0.44892137689574124,-0.7049256124242624,1,Normal,0
2110,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,1,9.699999999999989,6799.076708801078,0.0447860962267472,0.0290106951677735,0,0,299.36,0.0547722558044912,-0.0999999999999659,299.4,309.06000000000006,0.0547722557952595,0.0,309.0,1493.6,93.50828840268436,81.0,1415.0,43.0,8.699137888319834,-8.300000000000004,51.7,60.0,4.690415759824809,5.0,62.0,-0.8184214443455857,-0.22465275316698907,-0.626590710309364,1,Normal,0
2111,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,2,9.699999999999989,5527.1086752156425,0.0464190981124541,0.023209549056227,0,0,299.36,0.0547722558044912,0.0,299.3,309.04,0.054772255794764,0.0,309.0,1496.2,93.73739915316403,12.0,1496.0,41.2,9.347459547920032,-8.399999999999999,43.4,63.0,5.431390245601236,3.0,67.0,-0.36936965742661015,-0.685305804020029,-0.5792607114429131,1,Normal,0
2112,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,0,9.600000000000025,7203.085524052725,0.0522284122198966,0.0333565459377739,0,0,299.36,0.0547722558044912,0.0999999999999659,299.3,309.02,0.0447213596035867,0.0,309.0,1454.4,44.42184147465751,-72.0,1508.0,45.06,6.346889001708004,12.9,35.0,66.6,6.348228099242451,5.0,70.0,-1.1794985487266803,0.19937907942366132,-0.500906216738985,1,Normal,0
2113,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,0,9.600000000000025,4383.066294484383,0.0415766738436411,0.0122030237515102,0,0,299.38,0.0836660026891217,0.1000000000000227,299.4,309.02,0.0447213596035867,0.1000000000000227,309.0,1541.4,177.99943820135948,416.0,1436.0,40.12,11.603318490845677,-25.3,47.9,70.2,6.058052492345259,2.0,75.0,1.2824023411543835,-2.1982496901852744,-0.47712871867027645,2,Degraded,1
2114,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,0,9.600000000000025,4389.590335228338,0.0424047235413823,0.0120772946795076,0,0,299.4,0.1000000000302007,0.0,299.5,309.04,0.0547722557947439,0.0,309.1,1631.0,208.59290496083412,11.0,1852.0,34.28,11.666061889086658,-0.1000000000000014,22.6,73.6,4.97995983919648,2.0,77.0,1.3183390423913088,-2.2337872733740647,-0.445896683754006,2,Degraded,1
2115,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,2,9.700000000000044,6340.707868666816,0.0589949016321959,0.0321194464441955,0,0,299.42,0.0836660026898881,-0.1000000000000227,299.5,309.06000000000006,0.0547722557951992,0.0,309.1,1606.4,234.17792381007996,-490.0,1863.0,34.42,11.806227170438495,21.6,22.5,76.4,4.219004621946887,2.0,79.0,-1.1305938561232407,0.21752262851175236,-0.4064704136806461,1,Normal,0
